Entity A Type,Entity A,Entity B Type,Entity B,Connection,Source(s)
Person,TOM BOSSERT,Federal Agency,SMALL BUSINESS ADMINISTRATION,Former employee,https://www.washingtonpost.com/news/post-politics/wp/2016/12/27/trump-names-bush-administration-veteran-thomas-bossert-to-white-house-homeland-security-post/?utm_term=.bd6b8bb7e9e8
Person,TOM BOSSERT,Organization,"THE CADMUS GROUP, INC.",Homeland security consulting services,https://www.documentcloud.org/documents/3533912-Bossert-Thomas.html
Person,TOM BOSSERT,Organization,U.S. ATLANTIC COUNCIL,Senior cybersecurity fellow,https://www.washingtonpost.com/news/post-politics/wp/2016/12/27/trump-names-bush-administration-veteran-thomas-bossert-to-white-house-homeland-security-post/?utm_term=.bd6b8bb7e9e8
Person,TOM BOSSERT,Organization,U.S. HOUSE OF REPRESENTATIVES,Former employee,https://www.washingtonpost.com/news/post-politics/wp/2016/12/27/trump-names-bush-administration-veteran-thomas-bossert-to-white-house-homeland-security-post/?utm_term=.bd6b8bb7e9e8
Person,TOM PRICE,Organization,AMERICAN MEDICAL ASSOCIATION,Delegate,"https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/97D411A9DAA89968852580A60047D0CD/$FILE/Price,%20Thomas%20E.%20final278.pdf"
Person,TOM PRICE,Organization,ASSOCIATION OF AMERICAN PHYSICIANS AND SURGEONS,Member,http://www.mcclatchydc.com/news/politics-government/congress/article119020238.html
Person,TOM PRICE,Organization,CHATTAHOOCHEE ASSOCIATES LP,Managing and limited partner,"https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/97D411A9DAA89968852580A60047D0CD/$FILE/Price,%20Thomas%20E.%20final278.pdf"
Person,TOM PRICE,Organization,CHATTAHOOCHEE NATURE CENTER,Member,http://www.politico.com/arena/bio/rep_tom_price.html
Person,TOM PRICE,Federal Agency,DEPARTMENT OF HEALTH AND HUMAN SERVICES,Secretary,General knowledge
Person,TOM PRICE,Organization,EMORY UNIVERSITY SCHOOL OF MEDICINE,Former assistant professor,https://tomprice.house.gov/about/full-biography
Person,TOM PRICE,Organization,GEORGIA ENSEMBLE THEATER,Member,http://www.politico.com/arena/bio/rep_tom_price.html
Person,TOM PRICE,Organization,GRADY MEMORIAL HOSPITAL,Former director of orthopedic clinic,https://tomprice.house.gov/about/full-biography
Person,TOM PRICE,Organization,NORTH FULTON CHAMBER OF COMMERCE,Former board member,http://www.politico.com/arena/bio/rep_tom_price.html
Person,TOM PRICE,Organization,NORTH METRO YMCA,Former board member,http://www.politico.com/arena/bio/rep_tom_price.html
Person,TOM PRICE,Organization,ORCHESTRA ATLANTA,Former board member,http://www.politico.com/arena/bio/rep_tom_price.html
Person,TOM PRICE,Organization,ROSWELL CLEAN AND BEAUTIFUL,Member,http://www.politico.com/arena/bio/rep_tom_price.html
Person,TOM PRICE,Organization,ROSWELL ROTARY CLUB,Former president,http://www.politico.com/arena/bio/rep_tom_price.html
Person,TOM PRICE,Organization,THE ARTHRITIS FOUNDATION,Former board member,http://www.politico.com/arena/bio/rep_tom_price.html
Organization,TOM ROONEY FOR CONGRESS,Person,ANNIE DONALDSON,Provided legal services for,https://www.documentcloud.org/documents/3534049-Donaldson-Ann.html
Person,TONY CHARLES SOLE,Organization,NITTO WORLD CO. LIMITED,"Former secretary, director",https://beta.companieshouse.gov.uk/company/02124389/officers
Person,TONY CHARLES SOLE,Organization,SLC TURNBERRY LIMITED,"Former secretary, director",https://beta.companieshouse.gov.uk/company/SC177810/officers
Person,TONY TIAH THEE KIAN,Organization,"THE TRUMP ORGANIZATION, INC.",Business partner,https://www.washingtonpost.com/classic-apps/high-rollers-risk-takers-and-rule-benders-donald-trumps-unorthodox-roster-of-overseas-business-partners/2017/01/13/73797ab6-cc37-11e6-b8a2-8c2a61b0436f_story.html?utm_term=.c2f475ce19c6
Person,TOSHIO KABAYASHI,Organization,NITTO WORLD CO. LIMITED,Former secretary,https://beta.companieshouse.gov.uk/company/02124389/officers
Organization,TOWNSEND PUBLIC AFFAIRS,Person,CINDY SIMMS,Former senior associate,https://www.documentcloud.org/documents/3534338-Simms-Cindy.html
Organization,TP CFD MANAGER CORP.,Organization,"TP CFD, LLC",Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRADE ASSET MANAGEMENT COMPANY,Organization,RECOLTE,Ownership,http://www.marketwired.com/press-release/drinks-americas-expands-trump-super-premium-vodka-to-russia-nasdaq-dkam-789034.htm
Organization,TRANSAMERICA CORPORATION,Organization,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
Organization,TRAVEL ENTERPRISES MANAGEMENT INC,Organization,"TOYS AT TRUMP, INC.",NKA/FKA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,TRAVIS KALANICK,Organization,UBER TECHNOLOGIES INC.,Co-founder and CEO,http://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=144524848
Person,TREVOR DRINKWATER,Organization,ARC ENTERTAINMENT,Co-founder,https://www.washingtonpost.com/investigations/how-bannons-multimedia-machine-drove-a-movement-and-paid-him-millions/2017/04/09/203df1ce-197b-11e7-855e-4824bbb5d748_story.html?utm_term=.49b3a547a917
Person,TREVOR DRINKWATER,Organization,"GENIUS PRODUCTS, INC.",Former CEO,https://www.washingtonpost.com/investigations/how-bannons-multimedia-machine-drove-a-movement-and-paid-him-millions/2017/04/09/203df1ce-197b-11e7-855e-4824bbb5d748_story.html?utm_term=.49b3a547a917
Organization,TRIBUTARY FUNDS,Organization,TRUMP TOWER COMMERCIAL LLC,Owns collateralized debt,Morningstar analysis
Person,TRICIA HOLLOWAY,Organization,"MAR-A-LAGO CLUB, INC",Reported member,https://static01.nyt.com/images/2017/02/18/us/18MARALAGO-MEMBERLISTS/18MARALAGO-MEMBERLISTS-blog427.jpg
Organization,TRUMP 845 LP LLC,Organization,845 UN LIMITED PARTNERSHIP,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP 845 UN GP LLC,Organization,845 UN LIMITED PARTNERSHIP,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP 845 UN MGR CORP.,Organization,TRUMP 845 UN GP LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP 845 UN MGR LLC,Organization,845 UN LLC,NKA/FKA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP AC CASINO MARKS MEMBER CORP.,Organization,TRUMP AC CASINO MARKS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP ACQUISITION CORP.,Organization,"TRUMP ACQUISITION, LLC",Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP ATLANTIC CITY ASSOCIATES,Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,TRUMP ATLANTIC CITY CORPORATION,Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP ATLANTIC CITY FUNDING II, INC.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP ATLANTIC CITY FUNDING III, INC.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP ATLANTIC CITY FUNDING, INC.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP ATLANTIC CITY HOLDING, INC.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,TRUMP BOOKS MANAGER CORP.,Organization,TRUMP BOOKS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP BRIARCLIFF MANOR DEVELOPMENT LLC,Organization,BRIAR HALL DEVELOPMENT LLC,NKA/FKA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CANOUAN ESTATE MEMBER CORP.,Organization,TRUMP CANOUAN ESTATE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CAROUSEL MEMBER CORP.,Organization,TRUMP CAROUSEL LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,"TRUMP CASINO FUNDING, INC.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP CASINO HOLDINGS, LLC",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,TRUMP CENTRAL PARK WEST CORP.,Organization,ONE CENTRAL PARK WEST ASSOCIATES,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CHICAGO COMMERCIAL MEMBER CORP.,Organization,TRUMP CHICAGO COMMERCIAL MANAGER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CHICAGO HOTEL MEMBER CORP.,Organization,TRUMP CHICAGO HOTEL MANAGER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CHICAGO MANAGING MEMBER LLC,Organization,401 MEZZ VENTURE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CHICAGO MEMBER LLC,Organization,401 MEZZ VENTURE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CHICAGO RESIDENTIAL MEMBER CORP.,Organization,TRUMP CHICAGO RESIDENTIAL MANAGER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CHICAGO RETAIL MEMBER CORP.,Organization,TRUMP CHICAGO RETAIL MANAGER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CLASSIC CARS MEMBER CORP.,Organization,TRUMP CLASSIC CARS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP CPS CORP.,Organization,TRUMP CPS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP DELMONICO LLC,Organization,TRUMP PARK AVENUE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP DEVELOPMENT SERVICES MEMBER CORP.,Organization,TRUMP DEVELOPMENT SERVICES LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP DRINKS ISRAEL HOLDINGS MEMBER CORP.,Organization,TRUMP DRINKS ISRAEL HOLDINGS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP DRINKS ISRAEL MEMBER CORP.,Organization,TRUMP DRINKS ISRAEL LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP ENDEAVOR 12 LLC,Organization,TRUMP NATIONAL DORAL,DBA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP ENDEAVOR 12 MANAGER CORP.,Organization,TRUMP NATIONAL DORAL,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,"TRUMP ENTERTAINMENT RESORTS, INC.",Organization,"ICAHN ENTERPRISES, L.P.",Subsidiary,http://fortune.com/2016/03/10/trump-hotel-casinos-pay-failure/
Organization,"TRUMP ENTERTAINMENT RESORTS, INC.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",NKA/FKA,http://fortune.com/2016/03/10/trump-hotel-casinos-pay-failure/
Organization,TRUMP EU MARKS MEMBER CORP.,Organization,TRUMP EU MARKS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP FERRY POINT MEMBER CORP.,Organization,TRUMP FERRY POINT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP FLORIDA MANAGER CORP.,Organization,TRUMP FLORIDA MANAGEMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP GOLF COCO BEACH MEMBER CORP.,Organization,TRUMP GOLF COCO BEACH LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP HOME MARKS MEMBER CORP.,Organization,TRUMP HOME MARKS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,"TRUMP HOTELS & CASINO RESORTS DEVELOPMENT COMPANY, LLC",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP HOTELS & CASINO RESORTS FUNDING, INC.",Organization,THCR FUNDING,AKA,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP HOTELS & CASINO RESORTS FUNDING, INC.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP HOTELS & CASINO RESORTS HOLDINGS, L.P.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP INDIANA CASINO MANAGEMENT, LLC",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP INDIANA REALTY, LLC",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP INDIANA, INC.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,TRUMP INTERNATIONAL DEVELOPMENT MEMBER CORP.,Organization,TRUMP INTERNATIONAL DEVELOPMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP INTERNATIONAL GOLF CLUB - FLORIDA,Organization,TRUMP INTERNATIONAL GOLF CLUB LC,DBA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,"TRUMP INTERNATIONAL GOLF CLUB, INC.",Organization,TRUMP INTERNATIONAL GOLF CLUB - FLORIDA,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP INTERNATIONAL GOLF LINKS - DOONBEG,Organization,TIGL IRELAND MANAGEMENT LIMITED,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC,Organization,THC CHINA DEVELOPMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC,Organization,THC IMEA DEVELOPMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC,Organization,TRUMP HOTEL COLLECTION,DBA,https://www.documentcloud.org/documents/3233891-TIHT-Chicago.html
Organization,"TRUMP INTERNET CASINO, LLC",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,TRUMP KOREAN PROJECTS LLC,Organization,TRUMP KOREA LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP LAS OLAS MEMBER CORP.,Organization,TRUMP LAS OLAS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP LAS VEGAS CORP.,Organization,TRUMP LAS VEGAS MANAGING MEMBER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP LAS VEGAS CORP.,Organization,TRUMP LAS VEGAS MEMBER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP LAS VEGAS MANAGING MEMBER LLC,Organization,TRUMP RUFFIN LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,TRUMP LAS VEGAS MEMBER LLC,Organization,TRUMP RUFFIN LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,"TRUMP MARINA ASSOCIATES, L.P.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,"TRUMP MARINA, INC.",Organization,"TRUMP HOTELS & CASINO RESORTS, INC.",Subsidiary,https://www.sec.gov/Archives/edgar/data/943320/000119312504053673/dex211.htm
Organization,TRUMP MARKS ASIA CORP.,Organization,TRUMP MARKS ASIA LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
